"","O*NET-SOC Code","Title","occnumber","freq1","freq2","freq3","freq4","freq5","freq6","freq7"
"35","11-9041.01","Biofuels/Biodiesel Technology and Product Development Managers","Ind35",0.99788110903342,0.000400495639966917,0.000478619970186945,0.000204288447901666,0.000250754405648401,0.000408722856356568,0.00037600964651918
"36","11-9051.00","Food Service Managers","Ind36",0.101751565195692,0.000400495647805195,0.000478620007658031,0.526311871365349,0.000250754405648502,0.000408722867734269,0.370397970510113
"37","11-9061.00","Funeral Service Managers","Ind37",0.000357677164899654,0.000400495645449319,0.000478620072612565,0.911232882395744,0.000250754405648494,0.000408722872463486,0.0868708474431825
"38","11-9071.00","Gaming Managers","Ind38",0.000357677165127833,0.365581834223465,0.000478620011018651,0.632546381690445,0.000250754405648472,0.000408722856794759,0.000376009647501006
"39","11-9081.00","Lodging Managers","Ind39",0.000357677165232013,0.255401304747321,0.000478619931776766,0.716024796517344,0.000250754405648471,0.000408722867780306,0.0270781243648975
"40","11-9111.00","Medical and Health Services Managers","Ind40",0.000357677165133436,0.997923927570907,0.000478619911691718,0.000204288447901666,0.000250754405648448,0.000408722851713542,0.000376009647004214
"41","11-9121.00","Natural Sciences Managers","Ind41",0.000357677165628842,0.997923927685845,0.000478619769140125,0.000204288447901666,0.000250754405648467,0.000408722874206946,0.000376009651628738
"42","11-9121.01","Clinical Research Coordinators","Ind42",0.108321379478927,0.889960225016119,0.000478620147781459,0.000204288447901666,0.000250754405648531,0.000408722856076696,0.000376009647545436
"43","11-9121.02","Water Resource Specialists","Ind43",0.500121617753737,0.498159986806361,0.000478620086166364,0.000204288447901666,0.000250754405648492,0.00040872285368252,0.000376009646502708
"44","11-9131.00","Postmasters and Mail Superintendents","Ind44",0.108742890513717,0.420668701936043,0.298503028814228,0.000204288447901666,0.000250754405648511,0.00040872286312267,0.171221613019339
"45","11-9141.00","Property, Real Estate, and Community Association Managers","Ind45",0.000357677165055544,0.535724640689121,0.000478620068180794,0.0957960798103605,0.366858249758089,0.000408722861233357,0.000376009647960263
"46","11-9151.00","Social and Community Service Managers","Ind46",0.000357677165155369,0.997923927527281,0.000478619950871974,0.000204288447901666,0.000250754405648459,0.000408722855632541,0.000376009647509392
"47","11-9161.00","Emergency Management Directors","Ind47",0.548729478452204,0.449552126093812,0.000478620084385642,0.000204288447901666,0.000250754405648436,0.000408722868684754,0.000376009647363741
"48","11-9199.01","Regulatory Affairs Managers","Ind48",0.000357677164823798,0.997923927585394,0.000478619894771264,0.000204288447901666,0.000250754405648475,0.000408722854167575,0.000376009647293486
"49","11-9199.02","Compliance Managers","Ind49",0.000357677165433312,0.930386290016455,0.000478619914044064,0.000204288447901666,0.000250754405648485,0.000408722857909409,0.0679136471926079
"50","11-9199.03","Investment Fund Managers","Ind50",0.000357677165105882,0.997923927499652,0.000478619969767443,0.000204288447901666,0.00025075440564847,0.000408722864061275,0.000376009647862815
"51","11-9199.04","Supply Chain Managers","Ind51",0.000357677165712284,0.997923927292012,0.000478620181443963,0.000204288447901666,0.000250754405648493,0.00040872285978088,0.00037600964750042
"52","11-9199.07","Security Managers","Ind52",0.798179934209946,0.00040049565766512,0.200179794767204,0.000204288447901666,0.000250754405648564,0.000408722861989191,0.000376009649645166
"53","11-9199.08","Loss Prevention Managers","Ind53",0.269410697880972,0.300159866901606,0.000478619929578085,0.428915328372506,0.000250754405648452,0.000408722861354533,0.000376009648335677
"54","11-9199.09","Wind Energy Operations Managers","Ind54",0.694445038812358,0.00040049564578842,0.303914690178309,0.000204288447901666,0.000250754405648447,0.000408722863135836,0.000376009646858584
"55","11-9199.10","Wind Energy Project Managers","Ind55",0.236788573645777,0.502635243900749,0.000478619994982669,0.259062075537835,0.000250754405648528,0.000408722865545138,0.000376009649463492
"56","11-9199.11","Brownfield Redevelopment Specialists and Site Managers","Ind56",0.663619766557122,0.334661838145283,0.000478619943934451,0.000204288447901666,0.000250754405648476,0.000408722853265774,0.000376009646844595
"57","13-1011.00","Agents and Business Managers of Artists, Performers, and Athletes","Ind57",0.00035767716463061,0.307034248529257,0.00047861991495413,0.000204288447901666,0.691140433431924,0.000408722862506547,0.000376009648826501
"58","13-1021.00","Buyers and Purchasing Agents, Farm Products","Ind58",0.31018865221786,0.000400495646217134,0.000478620056028801,0.000204288447901666,0.68794321112214,0.000408722861332598,0.00037600964852052
"59","13-1022.00","Wholesale and Retail Buyers, Except Farm Products","Ind59",0.179645120194217,0.24263226605045,0.000478620066839656,0.000204288447901666,0.576254972729791,0.000408722861406765,0.000376009649393997
"60","13-1023.00","Purchasing Agents, Except Wholesale, Retail, and Farm Products","Ind60",0.000357677164664653,0.766525166152134,0.000478619990029422,0.000204288447901666,0.231649515741499,0.000408722856789276,0.000376009646981632
"61","13-1031.01","Claims Examiners, Property and Casualty Insurance","Ind61",0.00035767716505124,0.415274443065708,0.000478619995103031,0.000204288447901666,0.582900238816397,0.000408722861558919,0.000376009648280599
"62","13-1031.02","Insurance Adjusters, Examiners, and Investigators","Ind62",0.000357677165330314,0.29047213133443,0.000478619940138663,0.000204288447901666,0.707702550594982,0.000408722867223285,0.000376009649993946
"63","13-1032.00","Insurance Appraisers, Auto Damage","Ind63",0.00035767716493484,0.00040049564154701,0.165500656387219,0.297274028706995,0.380547686707903,0.000408722870168084,0.155510732521233
"64","13-1041.01","Environmental Compliance Inspectors","Ind64",0.615641369025989,0.000400495644438406,0.0273026020676122,0.355620046334601,0.000250754405648475,0.000408722872687967,0.000376009649023088
"65","13-1041.02","Licensing Examiners and Inspectors","Ind65",0.000357677165078429,0.000400495644497644,0.0424056794451255,0.646837770878575,0.309213644343852,0.000408722873574393,0.000376009649297207
"66","13-1041.03","Equal Opportunity Representatives and Officers","Ind66",0.000357677164949646,0.897703332077034,0.000478619873353335,0.000204288447901666,0.100471349924618,0.000408722863226742,0.000376009648916589
"67","13-1041.04","Government Property Inspectors and Investigators","Ind67",0.659091415388624,0.000400495656585173,0.339268313589363,0.000204288447901666,0.000250754405648578,0.000408722862710163,0.000376009649166529
"68","13-1041.06","Coroners","Ind68",0.250948225062371,0.0996823367233143,0.00047862001833151,0.647855331280713,0.000250754405648437,0.000408722862614755,0.000376009647007805
"69","13-1041.07","Regulatory Affairs Specialists","Ind69",0.000357677164837981,0.997923927491218,0.000478619960582956,0.000204288447901666,0.000250754405648539,0.0004087228778225,0.00037600965198873
"70","13-1051.00","Cost Estimators","Ind70",0.000357677165045736,0.896824637694787,0.101577909785246,0.000204288447901666,0.000250754405648511,0.000408722854849786,0.00037600964652153
"71","13-1071.00","Human Resources Specialists","Ind71",0.000357677164363876,0.37648750578091,0.000478619954642825,0.000204288447901666,0.621687176145355,0.000408722859332084,0.000376009647493822
"72","13-1074.00","Farm Labor Contractors","Ind72",0.000357677164962381,0.113336904641345,0.000478620065334098,0.000204288447901666,0.000250754405648495,0.237329731465129,0.64804202380968
"73","13-1075.00","Labor Relations Specialists","Ind73",0.000357677164657783,0.997923927672092,0.000478619806942755,0.000204288447901666,0.000250754405648446,0.000408722855538256,0.00037600964721892
"74","13-1081.00","Logisticians","Ind74",0.121766179177016,0.876515425086205,0.000478620380011593,0.000204288447901666,0.000250754405648614,0.00040872285567459,0.000376009647542446
"75","13-1081.01","Logistics Engineers","Ind75",0.674356911719785,0.323924692858944,0.000478620060053936,0.000204288447901666,0.000250754405648461,0.00040872286137993,0.000376009646286589
"76","13-1081.02","Logistics Analysts","Ind76",0.23251564766239,0.689475692228228,0.0767688847387317,0.000204288447901666,0.00025075440564851,0.000408722868674892,0.000376009648425876
"77","13-1111.00","Management Analysts","Ind77",0.000357677164978481,0.997923927696927,0.000478619785640938,0.000204288447901666,0.000250754405648424,0.000408722852475314,0.000376009646428548
"78","13-1121.00","Meeting, Convention, and Event Planners","Ind78",0.0928682636141033,0.368102835917179,0.000478620015400539,0.537514793536083,0.000250754405648479,0.000408722862410047,0.00037600964917628
"79","13-1131.00","Fundraisers","Ind79",0.000357677164786762,0.763452253067184,0.000478619954384078,0.000204288447901666,0.234722428861222,0.000408722856821398,0.000376009647700775
"80","13-1141.00","Compensation, Benefits, and Job Analysis Specialists","Ind80",0.000357677164675616,0.997923927370798,0.000478620108286656,0.000204288447901666,0.000250754405648539,0.000408722855520248,0.000376009647168926
"81","13-1151.00","Training and Development Specialists","Ind81",0.000357677164776655,0.997923927589398,0.000478619888698253,0.000204288447901666,0.000250754405648467,0.000408722855542287,0.000376009648034352
"82","13-1161.00","Market Research Analysts and Marketing Specialists","Ind82",0.000357677164875331,0.997923927617938,0.000478619865667935,0.000204288447901666,0.000250754405648449,0.000408722851880195,0.000376009646088654
"83","13-1199.01","Energy Auditors","Ind83",0.238949284082397,0.000400495639616444,0.66098710516529,0.000204288447901666,0.000250754405648484,0.000408722870004598,0.0987993493891421
"84","13-1199.02","Security Management Specialists","Ind84",0.744132682404445,0.156561914639187,0.0980656275983662,0.000204288447901666,0.000250754405648484,0.000408722857542599,0.000376009646908911
"85","13-1199.03","Customs Brokers","Ind85",0.000357677164805181,0.446016764988441,0.000478619967305622,0.000204288447901666,0.55215791692669,0.000408722857685736,0.000376009647170811
"86","13-1199.04","Business Continuity Planners","Ind86",0.000357677165125161,0.997923927529404,0.000478619948501532,0.000204288447901666,0.000250754405648464,0.000408722856685775,0.000376009646733445
"87","13-1199.05","Sustainability Specialists","Ind87",0.00035767716515919,0.84212476901848,0.156277778456128,0.000204288447901666,0.000250754405648499,0.000408722859121756,0.000376009647561726
"88","13-1199.06","Online Merchants","Ind88",0.000357677165526718,0.162403974013106,0.000478620044434495,0.000204288447901666,0.835770707805825,0.000408722872774036,0.000376009650432065
"89","13-2011.01","Accountants","Ind89",0.000357677164811551,0.368248197258735,0.000478619975144082,0.000204288447901666,0.629926484646002,0.000408722860219407,0.000376009647186008
"90","13-2011.02","Auditors","Ind90",0.00035767716493249,0.99792392768929,0.000478619795677852,0.000204288447901666,0.00025075440564843,0.000408722850608358,0.000376009645941265
"91","13-2021.01","Assessors","Ind91",0.193659651407456,0.000400495646809401,0.000478620007203424,0.414661015172295,0.390015485253462,0.000408722864139131,0.000376009648634758
"92","13-2021.02","Appraisers, Real Estate","Ind92",0.157952121755371,0.000400495643612972,0.000478620086347559,0.000204288447901666,0.691231310981744,0.0004087228732238,0.149324440211799
"93","13-2031.00","Budget Analysts","Ind93",0.000357677164803144,0.315910016070156,0.000478619934948871,0.000204288447901666,0.682264665877963,0.00040872285704671,0.000376009647180095
"94","13-2041.00","Credit Analysts","Ind94",0.000357677165110904,0.363116336513696,0.000478619960951533,0.000204288447901666,0.635058345400513,0.000408722863568681,0.00037600964825781
"95","13-2051.00","Financial Analysts","Ind95",0.000357677165719636,0.54214399313051,0.000478620247757075,0.000204288447901666,0.456030688487645,0.000408722872483721,0.000376009647983421
"96","13-2052.00","Personal Financial Advisors","Ind96",0.000357677164697714,0.852473772721264,0.000478619873000341,0.000204288447901666,0.145700909283177,0.000408722861388611,0.000376009648570632
"97","13-2053.00","Insurance Underwriters","Ind97",0.000357677164452071,0.000400495644222851,0.000478619874380075,0.000204288447901666,0.997774186364699,0.000408722856988853,0.000376009647355775
"98","13-2061.00","Financial Examiners","Ind98",0.000357677164931173,0.997923927697054,0.00047861978388922,0.000204288447901666,0.000250754405648434,0.000408722854041211,0.000376009646533827
"99","13-2071.00","Credit Counselors","Ind99",0.000357677164779886,0.133389495636433,0.000478619922706615,0.000204288447901666,0.864785186316511,0.000408722863095303,0.00037600964857221
"100","13-2071.01","Loan Counselors","Ind100",0.000357677164705946,0.208140955407947,0.000478619878400762,0.000204288447901666,0.790033726592564,0.000408722860319501,0.000376009648161036
"101","13-2072.00","Loan Officers","Ind101",0.000357677164556896,0.181755460151837,0.000478619878441242,0.000204288447901666,0.816419221849891,0.000408722859597319,0.000376009647774908
"102","13-2081.00","Tax Examiners and Collectors, and Revenue Agents","Ind102",0.000357677164689293,0.287251775270236,0.000478619886640321,0.000204288447901666,0.710922906724273,0.000408722858709627,0.000376009647550171
"103","13-2082.00","Tax Preparers","Ind103",0.000357677164660171,0.000400495644339771,0.000478619879768112,0.000204288447901666,0.997774186353392,0.000408722861651528,0.000376009648286467
"104","13-2099.01","Financial Quantitative Analysts","Ind104",0.000357677165192151,0.997923927339885,0.000478620129266109,0.000204288447901666,0.000250754405648528,0.000408722864463438,0.000376009647642665
"105","13-2099.02","Risk Management Specialists","Ind105",0.00035767716502127,0.997923927408112,0.0004786200687205,0.000204288447901666,0.000250754405648521,0.000408722857256857,0.000376009647339532
"106","13-2099.04","Fraud Examiners, Investigators and Analysts","Ind106",0.000357677165160017,0.997923927470631,0.000478620007411845,0.000204288447901666,0.0002507544056485,0.000408722855488299,0.000376009647758773
"107","15-1111.00","Computer and Information Research Scientists","Ind107",0.606344479718014,0.353439737167547,0.000478619921889301,0.000204288447901666,0.0387481422285263,0.000408722866705089,0.000376009649417414
"108","15-1121.00","Computer Systems Analysts","Ind108",0.408190540644913,0.256788650879587,0.000478620043847313,0.000204288447901666,0.333553167458791,0.000408722875765788,0.000376009649193905
"109","15-1121.01","Informatics Nurse Specialists","Ind109",0.449565329621976,0.548716275183374,0.000478619839037264,0.000204288447901666,0.000250754405648412,0.000408722855926602,0.000376009646136497
"110","15-1122.00","Information Security Analysts","Ind110",0.00035767716552536,0.625588894155513,0.197974257429295,0.0337632270765277,0.141531211658777,0.000408722865579774,0.000376009648782914
"111","15-1131.00","Computer Programmers","Ind111",0.172373367241458,0.230087413801522,0.000478620088745034,0.000204288447901666,0.596071577889934,0.000408722880658381,0.000376009649781026
"112","15-1132.00","Software Developers, Applications","Ind112",0.490894706403154,0.000400495646487124,0.000478620046980993,0.000204288447901666,0.507237156944153,0.000408722863850399,0.000376009647472353
"113","15-1133.00","Software Developers, Systems Software","Ind113",0.000357677165302685,0.166634241949957,0.000478620035852234,0.000204288447901666,0.831540439885521,0.000408722867511601,0.000376009647954208
"114","15-1134.00","Web Developers","Ind114",0.392372031943998,0.000400495646460588,0.00047862008299423,0.000204288447901666,0.605759831367388,0.000408722863946576,0.000376009647311353
"115","15-1141.00","Database Administrators","Ind115",0.391234815140924,0.44579312045936,0.128164417558585,0.000204288447901666,0.000250754405648553,0.0339765943365146,0.000376009651066303
"116","15-1142.00","Network and Computer Systems Administrators","Ind116",0.626499531246288,0.000400495643910867,0.262895787242749,0.000204288447901666,0.109215164900692,0.000408722869754667,0.000376009648704002
"117","15-1143.00","Computer Network Architects","Ind117",0.727271221712216,0.271010382748635,0.000478620167462876,0.000204288447901666,0.000250754405648511,0.00040872287006632,0.000376009648069361
"118","15-1143.01","Telecommunications Engineering Specialists","Ind118",0.602851097908729,0.0335551629713116,0.362353963761156,0.000204288447901666,0.000250754405648498,0.000408722858013601,0.000376009647239415
"119","15-1151.00","Computer User Support Specialists","Ind119",0.173287354213439,0.000400495643099589,0.424909431098039,0.000204288447901666,0.224893556411587,0.000408722870788146,0.175896151315145
"120","15-1152.00","Computer Network Support Specialists","Ind120",0.315381013041602,0.000400495643303025,0.2686388867423,0.000204288447901666,0.414590583603574,0.000408722871323886,0.000376009649996096
"121","15-1199.01","Software Quality Assurance Engineers and Testers","Ind121",0.248169931012199,0.248725645307838,0.000478620089941825,0.000204288447901666,0.50163678261727,0.00040872287585126,0.000376009648997988
"122","15-1199.02","Computer Systems Engineers/Architects","Ind122",0.432346329859587,0.565935274815353,0.000478619969755583,0.000204288447901666,0.000250754405648479,0.000408722854939654,0.000376009646814893
"123","15-1199.03","Web Administrators","Ind123",0.349058546647823,0.280832586672863,0.000478620020218761,0.000204288447901666,0.368641225704291,0.000408722859378921,0.000376009647523086
"124","15-1199.04","Geospatial Information Scientists and Technologists","Ind124",0.368157669478526,0.630123934927859,0.000478620209924167,0.000204288447901666,0.000250754405648538,0.000408722880098854,0.00037600965004221
"125","15-1199.05","Geographic Information Systems Technicians","Ind125",0.493660038803543,0.000400495643303046,0.000478620047945764,0.000204288447901666,0.504471824539876,0.000408722868441831,0.00037600964898866
"126","15-1199.06","Database Architects","Ind126",0.329755300557083,0.506338373127786,0.000478620053326749,0.000204288447901666,0.162438685291135,0.000408722873902968,0.000376009648863681
"127","15-1199.07","Data Warehousing Specialists","Ind127",0.2062374968325,0.31553273463916,0.000478619998594047,0.000204288447901666,0.476762127569596,0.000408722863701846,0.000376009648546073
"128","15-1199.08","Business Intelligence Analysts","Ind128",0.0869684410032607,0.911313163727919,0.000478619908876906,0.000204288447901666,0.000250754405648466,0.000408722858612285,0.000376009647781011
"129","15-1199.09","Information Technology Project Managers","Ind129",0.113396412187012,0.884885192496505,0.000478619962028678,0.000204288447901666,0.000250754405648449,0.000408722854394114,0.00037600964651009
"130","15-1199.10","Search Marketing Strategists","Ind130",0.000357677165241424,0.774060237096203,0.000478620090631879,0.000204288447901666,0.224114444687615,0.000408722865175208,0.000376009647231963
"131","15-1199.11","Video Game Designers","Ind131",0.00035767716565795,0.754037246479755,0.244365300984701,0.000204288447901666,0.000250754405648498,0.000408722866768379,0.000376009649567221
"132","15-1199.12","Document Management Specialists","Ind132",0.000357677165953826,0.628067816214827,0.370334731254893,0.000204288447901666,0.000250754405648539,0.000408722859836919,0.000376009650939209
"133","15-2011.00","Actuaries","Ind133",0.00035767716504095,0.997923927605376,0.000478619872377051,0.000204288447901666,0.000250754405648458,0.000408722856876255,0.000376009646779647
"134","15-2021.00","Mathematicians","Ind134",0.000357677165189846,0.782924658932266,0.000478619948936545,0.000204288447901666,0.215250022973523,0.000408722881873764,0.000376009650309085
"135","15-2031.00","Operations Research Analysts","Ind135",0.000357677165074599,0.874884985582668,0.000478619919343964,0.000204288447901666,0.123289696363897,0.00040872287163774,0.000376009649476843
"136","15-2041.00","Statisticians","Ind136",0.000357677165010312,0.761343903492352,0.000478619952470958,0.000204288447901666,0.2368307784211,0.000408722872124969,0.000376009649039942
"137","15-2041.01","Biostatisticians","Ind137",0.246759224340649,0.751522380444007,0.000478619861029752,0.000204288447901666,0.000250754405648448,0.000408722853494977,0.000376009647268824
"138","15-2041.02","Clinical Data Managers","Ind138",0.000357677165513015,0.997923927479302,0.000478619989450682,0.000204288447901666,0.00025075440564848,0.000408722864086318,0.000376009648097495
"139","15-2091.00","Mathematical Technicians","Ind139",0.347145202801789,0.000400495646749063,0.000478619944951001,0.000204288447901666,0.30595040533463,0.000408722872250757,0.345412264951729
"140","17-1011.00","Architects, Except Landscape and Naval","Ind140",0.711803632278535,0.286477972548475,0.000478619818652752,0.000204288447901666,0.000250754405648417,0.000408722854536876,0.000376009646250762
"141","17-1012.00","Landscape Architects","Ind141",0.420130590614463,0.578151013819521,0.00047862020961794,0.000204288447901666,0.000250754405648537,0.000408722855689685,0.000376009647157149
"142","17-1021.00","Cartographers and Photogrammetrists","Ind142",0.345800662339075,0.000400495642659799,0.000478620077727858,0.000204288447901666,0.652331200978631,0.000408722865231483,0.000376009648773164
"143","17-1022.00","Surveyors","Ind143",0.486918072096866,0.00040049564058133,0.511441656896946,0.000204288447901666,0.000250754405648415,0.000408722864959913,0.000376009647096233
"144","17-1022.01","Geodetic Surveyors","Ind144",0.851140987124074,0.000400495638727499,0.147218741863958,0.000204288447901666,0.000250754405648425,0.000408722871144496,0.000376009648545709
"145","17-2011.00","Aerospace Engineers","Ind145",0.603214539152254,0.395067065481828,0.000478620004738531,0.000204288447901666,0.000250754405648461,0.000408722860820364,0.000376009646809614
"146","17-2021.00","Agricultural Engineers","Ind146",0.997881108936617,0.000400495643111572,0.000478620062289772,0.000204288447901666,0.000250754405648468,0.00040872285703736,0.000376009647394631
"147","17-2031.00","Biomedical Engineers","Ind147",0.997881109132781,0.000400495645482033,0.000478619865772785,0.000204288447901666,0.000250754405648425,0.000408722856180197,0.000376009646233788
"148","17-2041.00","Chemical Engineers","Ind148",0.875968937273467,0.122312667523034,0.00047861985104793,0.000204288447901666,0.000250754405648439,0.000408722852806472,0.00037600964609508
"149","17-2051.00","Civil Engineers","Ind149",0.000357677166168945,0.830722936550151,0.0916842907341438,0.0761996086288148,0.000250754405648435,0.000408722866732374,0.000376009648340393
"150","17-2051.01","Transportation Engineers","Ind150",0.421039305430319,0.577242299313991,0.000478619902212775,0.000204288447901666,0.000250754405648444,0.000408722853560083,0.000376009646366416
"151","17-2061.00","Computer Hardware Engineers","Ind151",0.436132523414688,0.44081954963539,0.0768470398790517,0.000204288447901666,0.000250754405648497,0.0453698345682775,0.000376009649042761
"152","17-2071.00","Electrical Engineers","Ind152",0.597587850917435,0.239324955608166,0.161847418111979,0.000204288447901666,0.000250754405648483,0.000408722861742945,0.000376009647127472
"153","17-2072.00","Electronics Engineers, Except Computer","Ind153",0.745886773863125,0.000400495641733135,0.231721024722868,0.000204288447901666,0.000250754405648543,0.0211606532673509,0.000376009651373068
"154","17-2072.01","Radio Frequency Identification Device Specialists","Ind154",0.567631263122302,0.180899947273637,0.250229014223159,0.000204288447901666,0.000250754405648549,0.000408722875505407,0.00037600965184671
"155","17-2081.00","Environmental Engineers","Ind155",0.728306995332842,0.269974609454953,0.000478619857305156,0.000204288447901666,0.000250754405648417,0.00040872285536319,0.000376009645986425
"156","17-2081.01","Water/Wastewater Engineers","Ind156",0.688418222515624,0.309863382303526,0.000478619828434523,0.000204288447901666,0.000250754405648426,0.000408722852823803,0.000376009646041529
"157","17-2111.01","Industrial Safety and Health Engineers","Ind157",0.99788110893231,0.000400495646426861,0.00047862005292146,0.000204288447901666,0.000250754405648474,0.000408722866740442,0.000376009648050809
"158","17-2111.02","Fire-Prevention and Protection Engineers","Ind158",0.649964608005199,0.348316996575025,0.000478620059902767,0.000204288447901666,0.000250754405648502,0.000408722858701134,0.000376009647621238
